TYPE,PRICE,BEDS,PROPERTYSQFT,FORMATTED_ADDRESS,LATITUDE,LONGITUDE
Pending,225000,3,2184.207862,"100 Remsen St #1e, Brooklyn, NY 11201, USA",40.6939582,-73.9943695
Co-op for sale,4995000,3,2184.207862,"3 E 71st St, New York, NY 10021, USA",40.771712,-73.9666841
Condo for sale,2800000,3,3341,"429 Kent Ave #65, Brooklyn, NY 11249, USA",40.7096014,-73.9682173
Townhouse for sale,4100000,5,2184.207862,"1390 Lexington Ave, New York, NY 10128, USA",40.783095,-73.95318
Condo for sale,725000,2,800,"91-23 Corona Ave. #4f, Flushing, NY 11373, USA",40.7427705,-73.8727516
Co-op for sale,349999,2,873,"3235 Emmons Ave Apt 721, Brooklyn, NY 11235, USA",40.5844399,-73.9316116
Co-op for sale,280000,2,1050,"3000 Valentine Ave #3b, Bronx, NY 10458, USA",40.8724137,-73.8852231
Multi-family home for sale,689000,4,2184.207862,"E 228th St & Paulding Ave, Bronx, NY 10466, USA",40.8871714,-73.8506752
Condo for sale,595000,2,739,"71-66 Parsons Blvd #7f, Flushing, NY 11365, USA",40.72843,-73.81141
Multi-family home for sale,3200000,6,4360,"413 W 145th St, New York, NY 10031, USA",40.824532,-73.9455086
Townhouse for sale,15990000,8,6000,"175 E 78th St #177, New York, NY 10075, USA",40.7740611,-73.9582952
Condo for sale,2350000,2,1428,"88 Lexington Ave Apt 1602, New York, NY 10016, USA",40.7417244,-73.9835246
Co-op for sale,369000,1,2184.207862,"18-05 215th St #16c, Bayside, NY 11360, USA",40.784673,-73.775263
Condo for sale,705000,1,631,"30-05 Vernon Blvd #3e, Long Island City, NY 11102, USA",40.771526,-73.933747
Townhouse for sale,599999,3,1800,"23 Tony Ct, Staten Island, NY 10305, USA",40.5916853,-74.0778219
Co-op for sale,488888,2,2184.207862,"4265 Kissena Blvd Apt 131, Flushing, NY 11355, USA",40.7560103,-73.8249483
Co-op for sale,600000,2,2184.207862,"1825 Madison Ave #5b, New York, NY 10035, USA",40.8014385,-73.9434676
Condo for sale,1300000,2,1125,"163 Taaffe Pl, Brooklyn, NY 11205, USA",40.6936119,-73.9599302
Pending,925000,4,1672,"481 Genesee Ave, Staten Island, NY 10312, USA",40.5522652,-74.1732406
Condo for sale,1675000,2,1294,"340 E 64th St #8r, New York, NY 10065, USA",40.7631464,-73.9610896
House for sale,499998,3,2184.207862,"1102 Harding Park, Bronx, NY 10473, USA",40.8102178,-73.858745
Condo for sale,1395000,2,1065,"5-49 Borden Ave #8a, Long Island City, NY 11101, USA",40.7417206,-73.9554071
Co-op for sale,1450000,1,1100,"4 Lexington Ave #8b, New York, NY 10010, USA",40.7388141,-73.9855043
Multi-family home for sale,1488000,5,1920,"48-44 65th Pl, Flushing, NY 11377, USA",40.737193,-73.900139
Co-op for sale,439000,3,2184.207862,"2 Tudor City Pl #10m, New York, NY 10017, USA",40.7482797,-73.9715473
House for sale,674999,3,1310,"120 College Ave, Staten Island, NY 10314, USA",40.6213314,-74.1248873
Co-op for sale,3950000,3,2184.207862,"684 Broadway #10e, New York, NY 10012, USA",40.7278206,-73.9943458
Pending,925000,4,1672,"481 Genesee Ave, Staten Island, NY 10312, USA",40.5522652,-74.1732406
Co-op for sale,329000,1,681,"27110 Grand Central Pkwy #6j, Queens Village, NY 11005, USA",40.7564761,-73.7212008
Condo for sale,1300000,2,1125,"163 Taaffe Pl, Brooklyn, NY 11205, USA",40.6936119,-73.9599302
House for sale,685000,3,1100,"5197 Amboy Rd, Staten Island, NY 10312, USA",40.5351707,-74.1837439
House for sale,589000,3,1785,"1524 Harding Park, Bronx, NY 10473, USA",40.8086679,-73.857282
Co-op for sale,599000,3,2184.207862,"15 W 84th St #1j, New York, NY 10024, USA",40.7845842,-73.9713866
Multi-family home for sale,1325000,4,2184.207862,"68-15 Eliot Ave, Flushing, NY 11379, USA",40.7194145,-73.8918553
Condo for sale,2495000,1,1218,"421 Hudson St APT 807, New York, NY 10014, USA",40.7298815,-74.0073131
House for sale,1299999,6,2068,"32 E 55th St, Brooklyn, NY 11203, USA",40.6575904,-73.9264561
Multi-family home for sale,1050000,6,2134,"1470 Royce St, Brooklyn, NY 11234, USA",40.6231593,-73.9073789
House for sale,799000,3,2184.207862,"1278 Schenectady Ave, Brooklyn, NY 11203, USA",40.6414423,-73.9325148
Multi-family home for sale,31500000,3,65535,"467 Keap St, Brooklyn, NY 11211, USA",40.7129802,-73.9524453
Pending,399000,1,1341,"26910 Grand Central Pkwy #2b, Queens, NY 11005, USA",40.7577991,-73.7159564
Condo for sale,399000,1,771,"152-72 Melbourne Ave, Flushing, NY 11367, USA",40.7335145,-73.8153016
Condo for sale,1095000,2,1200,"50 Pine St #12d, New York, NY 10005, USA",40.7069308,-74.0085978
Condo for sale,14950000,4,4017,"180 E 88th St Apt 46, New York, NY 10128, USA",40.780024,-73.9535283
Condo for sale,1195000,1,600,"222 W 14th St #10a, New York, NY 10011, USA",40.7389431,-74.0012691
Co-op for sale,300000,3,2184.207862,"90-11 35th Ave #4l, Flushing, NY 11372, USA",40.7528037,-73.876822
Co-op for sale,565000,1,2184.207862,"433 E 56th St #8e, New York, NY 10022, USA",40.7572719,-73.9620424
Condo for sale,649000,3,2184.207862,"220 E 60th St, New York, NY 10022, USA",40.761661,-73.9653315
Condo for sale,815000,3,1039,"168 Avenue P #8a, Brooklyn, NY 11223, USA",40.6075821,-73.981924
Multi-family home for sale,1250000,5,2184.207862,"60-66 Catalpa Ave, Flushing, NY 11385, USA",40.7034595,-73.8968832
Condo for sale,3900000,2,1700,"641 5th Ave #30H, New York, NY 10022, USA",40.7592091,-73.9760875
Condo for sale,795000,2,759,"215 E 80th St #4f, New York, NY 10075, USA",40.7747919,-73.9558198
House for sale,970000,4,2185,"11620 132nd St, Jamaica, NY 11420, USA",40.6776259,-73.808058
Co-op for sale,478000,1,750,"145 72nd St Apt A11, Brooklyn, NY 11209, USA",40.6347771,-74.0316533
Multi-family home for sale,999000,8,3786,"1118 Jackson Ave, Bronx, NY 10456, USA",40.8273908,-73.9031371
House for sale,2499000,2,1471,"234 E 70th St APT 4, New York, NY 10021, USA",40.76749,-73.9599095
Condo for sale,460000,3,426,"225 E 46th St #4f, New York, NY 10017, USA",40.7530103,-73.9712947
Contingent,669000,3,2115,"323 Getz Ave, Staten Island, NY 10312, USA",40.551553,-74.1646289
Co-op for sale,6900000,3,2184.207862,"983 Park Ave #5b, New York, NY 10028, USA",40.7781265,-73.9579786
House for sale,499000,2,992,"4219 De Reimer Ave, Bronx, NY 10466, USA",40.8960621,-73.8441692
Pending,1250000,2,2184.207862,"13 W 13th St #1a, New York, NY 10011, USA",40.7360052,-73.9950777
House for sale,1000000,8,2184.207862,"3560 Carlisle Pl, Bronx, NY 10467, USA",40.8781863,-73.8629257
Condo for sale,534900,1,654,"2517 Voorhies Ave #1h, Brooklyn, NY 11235, USA",40.5869857,-73.9434887
Multi-family home for sale,1175000,6,2184.207862,"1147 E 89th St, Brooklyn, NY 11236, USA",40.6356515,-73.9018458
Multi-family home for sale,865000,5,1720,"595 E 84th St, Brooklyn, NY 11236, USA",40.6408696,-73.9139282
Condo for sale,1249000,4,1605,"148-09 Northern Blvd, Flushing, NY 11354, USA",40.7654814,-73.8178731
Pending,1500000,3,2184.207862,"95 Pierrepont St #1c, Brooklyn, NY 11201, USA",40.6955436,-73.9936975
Townhouse for sale,10750000,8,7327,"141 E 63rd St, New York, NY 10065, USA",40.764757,-73.965815
Co-op for sale,495000,2,800,"9230 56th Ave Apt 1b, Elmhurst, NY 11373, USA",40.7365199,-73.87008
Co-op for sale,249000,3,2184.207862,"74-02 43rd Ave #6b, Elmhurst, NY 11373, USA",40.7420053,-73.8901926
Co-op for sale,319000,1,2184.207862,"120 Queens Blvd #98, Rego Park, NY 11374, USA",40.726843,-73.85458
Co-op for sale,338000,1,800,"99-52 66th Rd #11b, Rego Park, NY 11374, USA",40.7282606,-73.852283
Co-op for sale,1095000,3,2184.207862,"80 Gold St #3b, New York, NY 10038, USA",40.7093215,-74.003525
Condo for sale,625000,1,2184.207862,"14-40 31st Ave #2r, Astoria, NY 11106, USA",40.767458,-73.9308615
Condo for sale,1650000,2,1168,"162 S Portland Ave Unit 2, Brooklyn, NY 11217, USA",40.684488,-73.974384
Condo for sale,1575000,1,1494,"30 Main St #4d, Brooklyn, NY 11201, USA",40.702988,-73.9907803
Condo for sale,459000,3,489,"138-35 Elder Ave #4a, Queens, NY 11355, USA",40.7528527,-73.8236711
Co-op for sale,6300000,2,2184.207862,"825 5th Ave #12c, New York, NY 10065, USA",40.7670351,-73.970568
Co-op for sale,375000,2,2184.207862,"5900 Arlington Ave #10h, Bronx, NY 10471, USA",40.909252,-73.905421
Co-op for sale,749000,2,2184.207862,"314 E 41st St Apt 702b, New York, NY 10017, USA",40.7488879,-73.9723947
Co-op for sale,410000,2,2184.207862,"8451 Beverly Rd Apt 5f, Kew Gardens, NY 11415, USA",40.7076599,-73.83116
Co-op for sale,8100000,5,4000,"1010 5th Ave # 6a, New York, NY 10028, USA",40.7788691,-73.9621437
Multi-family home for sale,2200000,6,3240,"422 Jefferson St, Brooklyn, NY 11237, USA",40.7070524,-73.9232543
Co-op for sale,399000,1,681,"138 71st St Apt A14, Brooklyn, NY 11209, USA",40.6351164,-74.0311609
Pending,549000,6,2184.207862,"40-45 95th St, Elmhurst, NY 11373, USA",40.7478254,-73.8704979
Co-op for sale,625000,2,1025,"73-12 35th Ave c 25, Jackson Heights, NY 11372, USA",40.7501671,-73.8924608
Pending,700000,2,1110,"1769 E 13th St #6b, Brooklyn, NY 11229, USA",40.6062808,-73.9595399
Contingent,495000,1,2184.207862,"173 E 74th St #3b, New York, NY 10021, USA",40.7714539,-73.960022
Multi-family home for sale,1399995,6,2184.207862,"29 Thomas S Boyland St, Brooklyn, NY 11233, USA",40.6842265,-73.9145419
Co-op for sale,375000,1,920,"9707 4th Ave #3d, Brooklyn, NY 11209, USA",40.614285,-74.0315729
Co-op for sale,270000,1,2184.207862,"37-50 87th St #4a, Jackson Heights, NY 11372, USA",40.7483992,-73.8795703
Condo for sale,389990,2,886,"100 Colfax Ave #7u, Staten Island, NY 10306, USA",40.5795138,-74.1075247
Multi-family home for sale,1700000,3,2484,"1991 Crotona Ave, Bronx, NY 10457, USA",40.8467545,-73.8903153
House for sale,700000,4,1890,"919 E 224th St, Bronx, NY 10466, USA",40.885187,-73.854142
Co-op for sale,2695000,4,2184.207862,"251 W 95th St #5b, New York, NY 10025, USA",40.7942368,-73.9726525
Townhouse for sale,499000,3,1332,"633 Goethals Rd N, Staten Island, NY 10314, USA",40.6167336,-74.1578631
Condo for sale,375000,3,500,"2 Bay Club Dr #14r, Bayside, NY 11360, USA",40.7781488,-73.782075
Condo for sale,8950000,3,2367,"212 W 18th St #17a, New York, NY 10011, USA",40.7412267,-73.9987741
Co-op for sale,559000,2,2184.207862,"4523 Broadway Apt 7b, New York, NY 10040, USA",40.8589654,-73.9316673
Condo for sale,3995000,3,1856,"Random House Tower, 230 W 56th St APT 65B, New York, NY 10019, USA",40.7652485,-73.9824857
Co-op for sale,695000,2,1800,"303 E 57th St #29e, New York, NY 10022, USA",40.7595774,-73.964779
Multi-family home for sale,715000,4,2052,"3935 Monticello Ave, Bronx, NY 10466, USA",40.8898133,-73.8379299
House for sale,929888,3,1070,"86-22 259th St, Queens, NY 11001, USA",40.732592,-73.7077664
House for sale,948000,3,1368,"30-41 86th St, Flushing, NY 11369, USA",40.7604064,-73.882048
House for sale,999000,4,2184.207862,"144-13 75th Ave, Flushing, NY 11367, USA",40.7243644,-73.8198856
Multi-family home for sale,2499000,12,2184.207862,"755 Coney Island Ave, Brooklyn, NY 11218, USA",40.6389895,-73.968352
Multi-family home for sale,1025000,7,2400,"1091 Pierce Ave, Bronx, NY 10461, USA",40.8464945,-73.850834
Multi-family home for sale,4195000,6,12733,"2245 Creston Ave, Bronx, NY 10453, USA",40.8569296,-73.9016966
Co-op for sale,167999,1,2184.207862,"3121 Middletown Rd #6b, Bronx, NY 10461, USA",40.8455961,-73.8264218
Pending,250000,3,246,"188 E 75th St #1b, New York, NY 10021, USA",40.7718652,-73.9599302
Condo for sale,1345000,1,1010,"170 East End Ave #3k, New York, NY 10128, USA",40.776099,-73.944343
House for sale,634999,4,1732,"4609 Richardson Ave, Bronx, NY 10470, USA",40.9028286,-73.8524821
Co-op for sale,1675000,2,1150,"315 W 23rd St #9d, New York, NY 10011, USA",40.7458303,-73.9991418
Co-op for sale,410000,1,2184.207862,"255 W 108th St #2a, New York, NY 10025, USA",40.8028416,-73.9670229
Condo for sale,3550000,4,2120,"543 W 122nd St #21a, New York, NY 10027, USA",40.8115505,-73.959759
Co-op for sale,900000,1,2184.207862,"401 East 86th St #10e, New York, NY 10028, USA",40.7768972,-73.9487946
Condo for sale,5500000,4,2670,"306 Mott St #9, New York, NY 10012, USA",40.7250022,-73.9938611
Multi-family home for sale,600000,6,1634,"1622 Adams St, Bronx, NY 10460, USA",40.8403637,-73.870081
Multi-family home for sale,2599000,8,3120,"158 Bay 29th St, Brooklyn, NY 11214, USA",40.5992002,-73.9979142
Co-op for sale,288000,1,2184.207862,"6911 Yellowstone Blvd Apt A36, Forest Hills, NY 11375, USA",40.7245599,-73.84686
Condo for sale,2750000,2,1856,"323 E 79th St #3, New York, NY 10075, USA",40.7730877,-73.9538262
Co-op for sale,750000,2,920,"330 3rd Ave Apt 9b, New York, NY 10010, USA",40.7398059,-73.982438
Co-op for sale,2150000,3,1800,"960 Park Ave #1b, New York, NY 10028, USA",40.7779497,-73.959448
Condo for sale,3995000,1,1560,"23 E 22nd St #11b, New York, NY 10010, USA",40.7403023,-73.9881731
House for sale,1398000,4,2184.207862,"28-26 160th St, Flushing, NY 11358, USA",40.771268,-73.8046173
Condo for sale,849000,2,937,"733 Ocean Pkwy #7c, Brooklyn, NY 11230, USA",40.6305676,-73.9713098
Condo for sale,995000,1,971,"856 Washington Ave #6c, Brooklyn, NY 11238, USA",40.6725244,-73.9631215
Co-op for sale,899000,2,940,"401 E 74th St Apartment 12p, New York, NY 10021, USA",40.7691866,-73.9544795
Co-op for sale,519000,2,1100,"2 West End Ave Apt 4l, Brooklyn, NY 11235, USA",40.5813269,-73.9541649
Co-op for sale,519000,2,1100,"2 West End Ave Apt 4l, Brooklyn, NY 11235, USA",40.5813269,-73.9541649
Condo for sale,995000,1,971,"856 Washington Ave #6c, Brooklyn, NY 11238, USA",40.6725244,-73.9631215
Co-op for sale,659000,1,860,"118 E 60th St #11e, New York, NY 10022, USA",40.7630774,-73.9685002
Condo for sale,15000000,2,2625,"432 Park Ave APT 84B, New York, NY 10022, USA",40.7615061,-73.9717996
Multi-family home for sale,1080000,5,2570,"1110 Clarence Ave, Bronx, NY 10465, USA",40.8360249,-73.8189088
Contingent,599000,1,578,"20 West St #15f, New York, NY 10004, USA",40.706541,-74.0158244
Condo for sale,1195000,1,1330,"214 N 11th St #1b, Brooklyn, NY 11211, USA",40.7187183,-73.9533885
Co-op for sale,1059000,2,2184.207862,"334 W 87th St Apartment 7a, New York, NY 10024, USA",40.79001,-73.979014
Multi-family home for sale,1200000,9,2184.207862,"12 Hancock St, Brooklyn, NY 11216, USA",40.681739,-73.9553364
Condo for sale,24500000,4,5427,"838 5th Ave FL 6, New York, NY 10065, USA",40.7677424,-73.9700367
Condo for sale,490000,1,730,"Brightwater Towers East, 501 Surf Ave #2n, Brooklyn, NY 11224, USA",40.5755355,-73.9735905
Co-op for sale,580000,1,712,"245 E 72nd St #4a, New York, NY 10021, USA",40.7692372,-73.9589033
Townhouse for sale,465000,3,1365,"40 Post Ln, Staten Island, NY 10303, USA",40.638522,-74.1646289
Condo for sale,499500,3,2184.207862,"401 E 60th St #5b, New York, NY 10022, USA",40.7603031,-73.9610497
Land for sale,225000,3,2184.207862,"229 Mosely Ave, Staten Island, NY 10312, USA",40.541076,-74.1706195
Condo for sale,7995000,4,2697,"111 Murray St #30, New York, NY 10007, USA",40.715351,-74.0128441
Condo for sale,529000,3,367,"1 Wall St APT 1406, New York, NY 10005, USA",40.705216,-74.0085311
Co-op for sale,378023,3,2184.207862,"301 E 22nd St #2g, New York, NY 10010, USA",40.7371253,-73.9806613
Co-op for sale,309000,2,2184.207862,"3935 Blackstone Ave #3f, Bronx, NY 10471, USA",40.890384,-73.9117878
Co-op for sale,295500,1,2184.207862,"3015 Riverdale Ave #2a, Bronx, NY 10463, USA",40.8809305,-73.9107494
House for sale,21000000,3,2184.207862,"93 Grand St, New York, NY 10013, USA",40.7213862,-74.0021063
House for sale,749000,3,1080,"73 Westbrook Ave, Staten Island, NY 10303, USA",40.6266424,-74.1510397
Condop for sale,1125000,3,2184.207862,"7 2nd Ave #3c, New York, NY 10003, USA",40.7240197,-73.9912901
Co-op for sale,795000,3,2184.207862,"720 Greenwich St #9g, New York, NY 10014, USA",40.7345988,-74.007273
Co-op for sale,872500,1,2184.207862,"32 Gramercy Pk S #8b, New York, NY 10003, USA",40.7369827,-73.984881
Condo for sale,654250,2,702,"91-23 Corona Ave. #7a, Flushing, NY 11373, USA",40.7427705,-73.8727516
House for sale,749000,3,2002,"631 Essex St, Brooklyn, NY 11208, USA",40.6681727,-73.8800267
Multi-family home for sale,699000,5,2090,"723 E 211th St, Bronx, NY 10467, USA",40.8777409,-73.8647117
Condo for sale,1350000,1,822,"2 River Terrace #3f, New York, NY 10282, USA",40.7152964,-74.0160671
Condo for sale,995000,1,971,"856 Washington Ave #6c, Brooklyn, NY 11238, USA",40.6725244,-73.9631215
Co-op for sale,460000,2,2184.207862,"75-02 Austin St #3a, Forest Hills, NY 11375, USA",40.71712,-73.838966
Co-op for sale,899000,2,940,"401 E 74th St Apartment 12p, New York, NY 10021, USA",40.7691866,-73.9544795
Townhouse for sale,10500000,7,7040,"115 W 87th St, New York, NY 10024, USA",40.7875734,-73.9721327
House for sale,21000000,3,2184.207862,"93 Grand St, New York, NY 10013, USA",40.7213862,-74.0021063
Condop for sale,1125000,3,2184.207862,"7 2nd Ave #3c, New York, NY 10003, USA",40.7240197,-73.9912901
House for sale,829999,3,1380,"284 Corbin Ave, Staten Island, NY 10308, USA",40.5637062,-74.149755
Co-op for sale,1950000,2,1350,"246 West End Ave Apt 6e, New York, NY 10023, USA",40.7790487,-73.984824
Co-op for sale,740000,2,800,"609 Columbus Ave #14c, New York, NY 10024, USA",40.7887084,-73.9700091
Condo for sale,654250,2,702,"91-23 Corona Ave. #7a, Flushing, NY 11373, USA",40.7427705,-73.8727516
Co-op for sale,795000,3,2184.207862,"720 Greenwich St #9g, New York, NY 10014, USA",40.7345988,-74.007273
Co-op for sale,872500,1,2184.207862,"32 Gramercy Pk S #8b, New York, NY 10003, USA",40.7369827,-73.984881
Condo for sale,518000,1,2184.207862,"152-18 Union Tpke, Flushing, NY 11367, USA",40.7188694,-73.8111217
Co-op for sale,500000,1,2184.207862,"Suffolk St, New York, NY 10002, USA",40.717924,-73.9866468
Pending,1175000,3,1500,"145 Central Park W #1b, New York, NY 10023, USA",40.7778949,-73.9750972
Co-op for sale,275000,2,815,"800 Grand Concourse, Bronx, NY 10451, USA",40.8248699,-73.9229829
Co-op for sale,550000,3,2184.207862,"201 E 21st St #2b, New York, NY 10010, USA",40.7375456,-73.9836965
Multi-family home for sale,2500000,3,4100,"18 W 127th St, New York, NY 10027, USA",40.8079404,-73.942354
Multi-family home for sale,2000000,8,2184.207862,"2324 60th St, Brooklyn, NY 11204, USA",40.6147578,-73.9757141
House for sale,975000,3,1400,"2115 Kenmore Ct, Brooklyn, NY 11235, USA",40.5856655,-73.9472452
Co-op for sale,279000,1,800,"7666 Austin St Apt 2m, Forest Hills, NY 11375, USA",40.7151999,-73.83611
Pending,1058000,3,2184.207862,"105-26 65th Rd, Flushing, NY 11375, USA",40.7303746,-73.8497286
Co-op for sale,189000,3,300,"460 Ovington Ave #2h, Brooklyn, NY 11209, USA",40.6327714,-74.022251
Co-op for sale,3450000,3,1965,"329 W 71st St Apt 4, New York, NY 10023, USA",40.7794765,-73.9854258
Condo for sale,550000,2,721,"60-70 Woodhaven Blvd #3c, Elmhurst, NY 11373, USA",40.7301358,-73.871999
Multi-family home for sale,1499000,5,1520,"42-22 191st St, Flushing, NY 11358, USA",40.7587767,-73.7908877
Multi-family home for sale,1299999,4,2184.207862,"33-54 10th St, Astoria, NY 11106, USA",40.7660607,-73.9381315
Co-op for sale,219000,1,2184.207862,"54-44 Little Neck Pkwy #3, Little Neck, NY 11362, USA",40.7657774,-73.7254213
Condo for sale,2600000,3,1729,"242 E 15th St APT 1, New York, NY 10003, USA",40.733031,-73.9850368
House for sale,825900,3,1923,"50 Sleepy Hollow Rd, Staten Island, NY 10314, USA",40.594143,-74.1658674
Co-op for sale,370000,1,680,"850 St Marks Ave #2j, Brooklyn, NY 11213, USA",40.6747162,-73.944828
House for sale,569000,2,840,"765 Shepherd Ave, Brooklyn, NY 11208, USA",40.6656889,-73.8773179
Multi-family home for sale,890000,4,2184.207862,"21 Adler Pl, Brooklyn, NY 11208, USA",40.6850983,-73.8717463
House for sale,749000,3,2002,"631 Essex St, Brooklyn, NY 11208, USA",40.6681727,-73.8800267
Pending,555000,3,2184.207862,"780 Stafford Ave, Staten Island, NY 10309, USA",40.5403437,-74.2041065
